County,Category,Skilled_Construction_Worker,Status_of_Accreditation,Year_Accredited,Site_Supervisor,Class,Year_Accreditated_SS,Unacrredited,Number_applied,Gender,Age,Education,Other_Education,Q4,Q4_Others,Q5a,Q5b,Q5c,Q5cOthers,Q6,Q7a,Q7b,Q7c,Q8,Q8_Specify,Q9,Q9other,Q10,Q11,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q12m,Q12n,Q12o,Q12p,Q12q,Q12r,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q13l,Q13m,Q13n,Q13o,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q14n,Q15,Q16,Q17,Q18,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,X1_Awareness,X2_Training,X3_Financial,X4_Process,X5_Recognition_and_Value,X6_Support_System,X7_Stakeholder_committement,X8_Nature_of_Work,X9Legal_and_Institutional,X10_Devolved_Registration,X11Wages,Likelihood,Accreditation_Status,Probability,accreditation_status_2
KAJIADO,1, ,0, ,1, , ,2, ,1,4,7, ,1, ,MASON,2,1, ,1,2, , ,2, ,1, ,3,7,1,6, ,1,1,1,6,6,1,7,7,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,5,5,1,1,5,1,5,7,1, ,1,5,5,1,1,1,7,1,5,5,5,YES,HIGH FEES. NO RECOGNITION,MORE SENSITIZATION, ,-1.66628077068047,.345184311723506,.541807403899649,-2.01420872549466,.0380910207633381,.184018237155844,.660839256336655,-1.3391223652551,-.139597751045321,-.0947124559907822,2.25,3.5,4,2.2,1,3.33333333333333,3,4,2.6,4,4,1,0,1,1
KAJIADO,1, ,0, ,1, , ,2, ,1,2,2, ,1, , , , , ,1,2, , ,2, ,2, ,1, ,1,1,1, ,1, , , , , , , , ,1,1, , ,1,1,1,3,7,3,3,7,7,7,5,1,6,3,5,5,1,3,5,7,1,1, ,1,3,1,1,5,7,1,YES. JOB OPPORTUNITIES,LACK OF INFORMATION AND TIME,ON SITE VISITS, ,-.588332962828066,-2.60832133927795,1.24578957113484,.0577714523105508,-.242758784773127,.858614739902277,.372330068083838,-.0624607660656855,.473632491512624,-2.20320028981794,1, , ,1,3,5,4.75,3,2.5,2,3.5, ,0, ,1
KAJIADO,1, ,0, ,1, , ,2, ,2,2,2, ,1, , , , , ,1, , , ,2, ,1, ,3, ,1,1,1,1,1,1,1,2, , , , , , , , , , ,1,1,3,3,3, ,7,7,7,5, ,5,7,4, ,1,3,5,7,1,1, ,1,3,1, , , , , , , , ,-1.51295004475399,-1.53626317245195,1.8783043100881,.416406001714549,-.313553029793536,1.18673205623399,-.978960612176209,.36721282132779,-.824896055056066,-1.64899500292723,1,1.33333333333333, , ,2.2,6.5,5.33333333333333,3,2.5,2, , ,0, ,1
KAJIADO,1, ,0, ,1, , ,2, ,1,3,2, ,6, ,MASON,2,1, ,1,2, , ,2, ,3, ,2,5,2,2,2,2,2,2,2,2,2,4,2,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,5,4,6,4,6,6,4,5,5,6,4,4,5,5,NO, ,MORE SENSITIZATION,WILL INTRODUCE MORE WORKERS TO NCA,.545985679924269,.843108842103253,-.490559471718877,-.27096800082305,.676057066488557,-.689702826719896,-1.299166694479,-.388188056300363,-.673841565941276,-1.41171480003547,2,2,2.75,3.6,4,3.66666666666667,3,5,5,5.5,4.5,1,0,.714285714285714,1
KITUI,1,2,1,2021, , , , , ,2,4,1, ,1, ,MASON,2,1, ,1,2, , ,2, ,2, ,2,5,7,2,2,2,5,6,6,5,6,6,6,1,6,6,6,6,6,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,YES,LACK OF INFORMATION,SPREAD INFORMATION, ,1.23720578065786,1.0314880114943,.5070129202531,.866330852702766,-2.2575201364782,1.30462324375424,-.251780871955381,.994865944479373,-1.03548778241902,-.601543881746563,3.6,5.75,4.75,6.2,6.8,6.83333333333333,5.25,7,7,7,1,1, ,.714285714285714,0
KITUI,1,2,1,2020, , , , , ,1,5,2, ,1, ,MASON,2,1, ,3,2, , ,2, ,2, ,2,5,7,6,6,7,6,7,6,6,5,5,5,4,1,5,6,5,6,7,6,5,6,5,6,7,6,7,6,5,6,5,6,6,5,4,6,6,6,6,6,7,5,6,6,1,1,2,1,YES,LACK OF INFORMATION, , ,.115146518738145,.0736209462249275,.654352685275238,.836135280350356,-1.95415389320933,.193074673268016,.129185685179291,.709268981846745,.925459948122921,.571159227854087,6.4,6,3.75,5.8,5.6,6.16666666666667,5.5,5.33333333333333,6,6,1.25,1, ,.714285714285714,0
KITUI,1,2,1,2020, , , , , ,1,2,1, ,6, ,MASON,1,2, ,2,1,2, ,2, ,2, ,2,7,7,7,7,7,7,1,7, , ,1,1,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,1,1,1,1,7, ,7,7,7,7,7,7,7,4,7,7,7,1,7,1,YES, , , ,.974815736205995,1.21084398914569,-2.89194851543101,2.26177387664522,.103804968126035,-2.58214245270981,.675354027009637,1.41284080717571,.561015573228624,.346269628933923,7,4,2.5,7,5.8,4,3,7,6.4,7,4,1, ,1,0
KITUI,1,3,1,2019, , , , , ,1,2,2, ,6, ,MASON,2,1, ,1,1,2, ,2, ,2, ,2,1,7,7,7,7,7,1,1,1,7,1,1,1,1,7,7,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,1,YES, , , ,-2.16071208290257,-1.98979997291649,-1.62814452112088,-.579934989631435,-.208097774022542,-2.25878530399135,-.78696130885978,4.70986952227285,1.32589833912102,2.32287930651758,7,2.5,1,3.4,5.8,4,1,1,1.8,1,2.5,0, ,.142857142857143,0
MAKUENI,1,3,1,2021, , , , , ,2,4,1, ,1, ,MASON,2,1, ,2,2, , ,2, ,2, ,3,7,7,7,7,7,7,7,1,1,1,7,7,1,7,7,7,7,7,1,7,7,7,1,1,1,7,7,7,7,7,7,7,4,1,1,7,7,7,7,7,7,7,7,7,7,1,1,1,YES, , , ,.431560295536587,1.83386043355744,.756493606234396,.0519565352863543,-1.37580940345875,2.17149706041955,-3.25146875630736,-1.88032296150564,1.41177396770127,1.48661602257283,7,2.5,5.5,5.8,4.6,6,4.75,5,7,7,2.5,1, ,1,0
MAKUENI,1,2,1,2014, , , , , ,1,3,2, ,1, ,CARPENTER,2,1, ,2,1,2, ,2, ,1, ,3,5,5,3,7,7,3,7,7,7, ,6,5,4,4,6,5,6, ,5,5,6,7,7,7,6,3,3,5,5,5,6,6,3,3,7,7,5,7,7,7,5,5,5,7,7,5,7,5,"YES, HELPS WITH IMPROVING SITE SKI",ON SITE VISITS AND SPREAD AWA,TRAINING PROGRAMS, ,.677409878773161,.632314119538021,-.50808691255782,.227958162804538,.677863874593028,-.00190446030188917,.532464193662225,-.0886864320313381,.472769789278559,-.166105336767542,5,7,4.75,5.5,6.4,4.5,4.5,6.33333333333333,6.2,6,6,1, ,.714285714285714,0
MACHAKOS,1,2,1,2023, , , , , ,1,7,1, ,1, ,CARPENTER,2,1, ,4,2, , ,2, ,2, ,3,6,7,7,2,1,1,1,1,1,1,7,7,1,7,2,7,7,1,7,7,7,7,7,1,1,7,1,7,7,7,7,7,4,7,1,7,7,7,7,7,7,1,7,7,1,1,1,7,YES, , , ,.985378913069236,1.2902230121662,1.5303275266095,-.125485953754052,-1.33708994660405,1.99309480017788,-3.71539633930183,-1.06489315873382,-1.87719031681629,1.52551956786833,3.6,1,5.5,4.8,5.8,5,6.25,5,5.8,7,2.5,1, ,.857142857142857,0
MACHAKOS,1,3,1,2020, , , , , ,1,3,2, ,1, ,SAFETY OFFICER,1,4, ,3,2, , ,2, ,2, ,2,7,7,6,7,7,7,5,5,5,6,1,1,1,2,7,7,6,6,7,7,7,7,6,6,7,5,7,7,7,6,7,7,6,6,6,7,6,5,7,7,5,7,7,5,5,5,5,5,YES,HIGH COST,TO BE FREE, ,.258344734278187,.657267738304755,1.1356195303082,.736283818548162,.127814932752989,-2.04284684939908,-.191573931503987,1.16781326886758,.657790158466939,.672390291972279,6.8,5.25,1.25,6.6,6.6,6.5,6.5,6.33333333333333,6.2,6,5,1, ,1,0
MACHAKOS,1,2,1,2021, , , , , ,1,4,1, ,1, ,CARPENTER,2,1, ,3,2, , ,1, ,2, ,2,7,6,6,2,5,7, ,6,5,3,7,7,2,2,3,3,6,6,1,6,7,7,2,6,6,6,6,3,2,6,6,4,3,4,6,6,6,6,6,3,2,3,3,5,1,1,3,2,YES,HIGH COST. LACK OF INFORMATIO, , ,1.33410146636077,-1.5872269155653,.6509110789559,-.8763388919739,-1.34746077126897,.521200918888705,-.406433568852528,.318767457179434,.562138761789804,.850129680827569,5.2,4.66666666666667,4.5,3.8,5.6,4.83333333333333,4.25,6,4,4,1.75,1, ,1,0
MACHAKOS,1,2,1,2021, , , , , ,1,3,2, ,1, ,MASON,1,2, ,3,1,1,C,2, ,1, ,3,5,7,7,7,7,7,7,7,2,7,2,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,YES,LACK OF INFORMATION,SPREAD INFORMATION, ,.735630744003122,.791400300032776,.543659870625096,1.39303957032138,-1.02994217041519,.0016658525689477,-.38939542041539,1.04812438584004,.773826163935075,.386547848358802,7,5.75,4.5,7,7,7,6,7,7,7,3,1, ,.714285714285714,0
MACHAKOS,1,3,1,2021, , , , , ,1,6,2, ,1, ,CARPENTER,1,2, ,4,2, , ,1, ,2, ,3,6,6,2,2,2,6,6,6,6,6,6,6,2,5,5,6,7,7,1,6,6,7,2,6,6,2,6,6,1,6,7,1,5,5,7,6,6,7,2,6,2,6,2,3,2,5,2,5,YES,ARROGANCE.,ENFORECEMENT MEASURES, ,1.37795450562058,-1.94302020371909,.869398977699009,.407855585840771,-.536271391453314,.406649034287751,.576564153478737,-.514157734491392,.0213504227942753,-.503118851173741,3.6,6,4.75,5.2,5.4,4.5,4.5,6.33333333333333,4.6,2.5,3.5,1, ,.857142857142857,0
MACHAKOS,1,3,1,2019, , , , , ,1,5,1, ,1, ,CARPENTER,1,4, ,4,2, , ,2, ,2, ,2,5,2,2,2,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,YES,LACK OF INFORMATION,MORE SENSITIZATION, ,-.891427085552039,-1.37104944653541,-.132695112273388,-.666923465903735,-.186568091690851,-.303316037080934,.346639511064512,-.826681318418268,-.63419677524543,-.447852186162533,2,4.25,2,2,2.6,2.5,2,2,2.4,2,2.5,1, ,.714285714285714,0
MACHAKOS,1,2,1,2022, , , , , ,1,6,2, ,2, ,MASON,2,1, ,4,1,1,A,2, ,3, ,3,7,7,7,4,7,7,7,7,7,4,7,5, ,7,5,2,7, ,7,7,7,5,7,7,7,7, ,7,5,2,4,4,4,4, ,7,7,7,7,5,5,5,4,5,2,7,7,4,YES, , , ,1.47082178406902,-1.00618571480533,-.805221969299233,.524780040536054,.301585519197185,.617709678667734,.0410490972490827,.433916357315767,1.26823533238801,.21674810022365,6.4,6.25,6.33333333333333,5.25,6.6,5.6,4,7,5.8,4.5,5,1, ,1,0
KAJIADO,1,3,1,2017, , , , , ,1,5,2, ,1, ,"MASON, PAINTER",1,2, ,4,2, , ,2, ,2, ,3,7,6,6,7,7,3,7,6,6,1,3,5,1,1,3,5,1,4,1, ,1,1,1,5,1,1,4,1,1,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,YES. COMPLIANCE,SLOW SERVICE/ARROGANCE IN THE,MAKE SERVICES MORE ACCESSIBLE EG MOBILE,TIMELY PROCESSING,.962952897229007,1.36893780630651,.51717870583604,-1.50993823494949,.145655923538897,-1.39173116131314,.538499776067638,-3.61503864336573,2.03570982073524,.251410847869508,5.8,5,2.5,2.8,2,1.5,7,7,5.8,7,4,1, ,1,0
KAJIADO,1,3,1,2022, , , , , ,1,5,1, ,6, ,MASON,2,1, ,4,2, , , , ,1, ,3,7,7,7,4,7,7,7,4,7,7,1,1,1,1,1,5,7,7,7,7,7,7,7,7,4,7,4,4,7,7,4,2,2,5,7,7,7,7, ,3,4,6,5, ,4,4,4,4,YES, ,MORE ON SITE VISITS, ,1.41565059059968,-1.29686008246843,-.046439887935442,.235534114908191,.102352959787057,-1.7663287370656,-.237639329640652,1.62863902689689,.860140326024303,.901916260036269,6.4,6.25,1,5.4,7,5.5,3.25,7,5,5,4,1, ,1,0
KAJIADO,1,3,1,2022, , , , , ,1,2,2, ,2, ,MASON,2,1, ,1,2, , ,2, ,1, ,3,7,7,7,4,7,7,7,7,5,5,4,5,1,4,1,5,7,7,5,7,7,5,7,7,7,7,7,5,7,7,7,5,7,4,7,7,7,7,5,5,5,4,5,5,4,1,7,5,YES. WORKER CONFIDENCE,PROCESS IS HARD,MORE ON SITE VISITS, ,1.14346266910629,-1.07809425958021,1.09390121261811,.259114903673117,-.201576480502697,-.4123231207146,.0621599211038043,.962487093091704,.439618298952198,.743614869109287,6.4,6,3.5,5,6.6,6.66666666666667,5.75,7,5.2,5,4.25,1, ,1,0
KAJIADO,1,3,1,2022, , , , , ,1,3,3, ,6, ,MASON,1,2, ,2,1,2, ,2, ,2, ,3,7,7,7,3,7,7,4,4,7, ,7,4,4,4,7,5, ,5,7,7,7,7,7,4,4,2,4,4,4,4,7,4,4,7,5,4,4,4,5,7,4,4,4,7,4,4,4,4,YES. WORK ANYWHERE COUNTRYWIDE,WORKERS REGISTERED WHERE THEY,MORE ON SITE VISITS, ,.137185156055215,-.339596912166016,.0944719323836634,.386758457881059,-.0979243966084293,-.0174025842099536,-.478107704491617,.252446456105597,.238454724104703,1.64266149073269,6.2,5,4.75,6,6.4,3.66666666666667,5.5,4.33333333333333,4.8,5.5,4,1, ,1,0
KAJIADO,1,3,1,2022, , , , , ,1,4,2, ,1, ,CARPENTER,2,1, ,3,2, , ,2, ,2, ,3,7,5,7,3,4,7,7,4,4,3,7,4,1,7,7,7,4,4,7,5,7,4,6,7,7,7,5,5,4,5,6,7,6,4,5,6,4,4,7,4,5,7,7,7,2,1,1,1,YES. WORKER COURAGE,OFFICES INACCESSIBLE,MORE ON SITE VISITS, ,.0540751962073254,.869320387217192,.231631467623627,.392708480091766,-1.80963741189734,.524763253493328,-.867018724391597,1.2415358597425,.356537258912923,.410855105914948,5.2,4.5,4.75,5.8,5.8,5.5,5.75,5,5.4,7,1.25,1, ,1,0
KITUI,2, ,0, ,1, , ,1,1,1,5,1, ,1, ,FOREMAN,2,1, ,3,2, , ,2, , , ,2,4,5,5,7,7,7,7,7, , ,1,1,1,7,7,7,7, ,1,7,5,7,7,7,5,7,6,7,5,5,1,7,6,6,7,6,7,7, ,6,5,6,7,7,2,2,7,2,YES, ,IMPROVE NCA REACH, ,1.03166196701067,.706349818791692,.0852687544081932,.553295052238204,-.523778260438582,-1.84738824583854,.597843977333485,.612195441250146,1.86444112037807,-1.07033780333062,6.2,7,2.5,5.5,6.6,5.83333333333333,5,6.66666666666667,6,7,3.25,99,1,.571428571428571,1
MACHAKOS,2, ,0, ,1, , ,2, ,1,4,2, ,0, ,FOREMAN,2,1, ,5,2, , ,2, ,1, ,3,7,1,1,6,7,1,1,7,5,7,1,1,1,4,7,4,4,7,4,7,4,7,1,7,4,1,7,6, ,2,7,7,5,7,2,7,7,1,7,7,7,7, , ,7,1, ,1,YES,LACK OF MONEY,CREATING MORE AWARENESS, ,.447392445996016,1.42438702689651,.438621210694579,1.32854769002721,-.615288774850418,-1.73526528545217,1.1273571919934,-.990532511634664,-.926718978174405,-1.43543655976587,3.2,5,1.75,5.2,5.2,4,6.5,5.33333333333333,5.8, ,3,1,0,1,1
KAJIADO,2, ,0, ,1, , ,2, ,1,4,2, ,1, ,FOREMAN,2,1, ,5,2, , ,2, ,2, ,4,7,7,7,7,7,7,7,7,7,7,5,4,1,7,7,7,1,1,1,5,1,3,4,4,7,7,7,7,1,1,7,7,1,7,7,7,4,7,7,7,1,7,7,7,1,1,1,1,YES,"PLACES, TIME, COMMUNICATION B",TIMELY DELIVERY OF CARDS,NO NEED OF EXPIRING CARDS,-.503710091172851,1.8596256011915,-.263478629897522,-1.32898310588611,-1.98143015003862,.225195963908945,1.49022447510594,-.338327347190587,2.22170637869459,.330919023001412,7,7,4.25,3.4,3.4,5,5.5,6,5.8,7,1,1,0,1,1
MAKUENI,2, ,1, ,2,1,2016, , ,1,4,2, ,4, ,FOREMAN,2,1, ,3,1,1, ,2, ,1, ,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, , , , ,.588745885091152,.315970700251427,.530177559976543,1.19439322382722,1.08273195697603,.977536432908731,.547146029229786,.428402185029759,.409601377795747,.404512099081348,7,7,7,7,7,7,7,7,7,7,7,1, ,.714285714285714,0
KAJIADO,2, ,1, ,2,1,2020, , ,1,9,4, ,3, ,FOREMAN,1,5,NYS,5,1,2, ,2, ,2, ,4,7,7,6,6,6,7,5,5,5,5,5,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,7,7,5,6,6,7,7,7,7,7,5,7,7,7,7,7,7,5,YES,HIGH COST,NO COST, ,.872314085421419,.554187132893434,-.355584627715772,1.33646335122634,.976395639342416,-.231372280623822,-.321925869215586,.960204381238688,.495320029011248,.298735250742389,6.4,5,5.25,7,7,6,6.25,6.66666666666667,6.6,7,6.5,1, ,1,0
MACHAKOS,2, ,1, ,2,1,2019, , ,1,5,1, ,1, ,FOREMAN, , , ,5,1,1,N,2, ,2, ,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,4,5,5,5,5,5,5,5,5,5,4,4,5,5,YES, , , ,-.240021919372563,-.655297083106224,.36054447391767,1.20418954774507,-.0932958878778248,.626555974566255,.411114883998271,.649772457292743,.460604709270207,.447072451362345,6,6,6,6,6,5.5,6,4.66666666666667,5,5,4.5,1, ,.714285714285714,0
KITUI,2, ,1, ,2,1,2022, , ,1,3,4, ,4, ,FOREMAN,1,3, ,2,2, , ,1, ,3, ,4,6,6,6,7,6,5,7,6,7,6,6,1,2,2,6,7,6,6,1,6,6,7,2,6,6,6,6,6,1,6,7,6,5,6,7,6,6,6,7,6,3,5,6,6,6,1,1,2,YES,NO ON SITE VISITS,MORE ON SITE VISITS, ,.398467736889725,.60189653526319,.650071719771922,-.110851699953051,-1.28509601574497,-1.02848120763882,.883024495161692,.0635083840983293,1.1438340492536,.460403539257373,6,6.5,2.75,5.2,5.4,5.16666666666667,6,6.33333333333333,5.4,6,2.5,1, ,.857142857142857,0
MERU,1,3,1,2017, , , , , ,1,4,2, ,5, ,TILE LAYER,2,1, ,4,1,2, ,2, ,2, ,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , ,1, ,.857142857142857,0
MERU,1,1,0, , , , , , ,1,3,2, ,5, ,WELDER,2,1, ,2,2, , ,2, ,4, ,3,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5, , , , ,-.513955721822727,-.570857316951169,.397452035424862,.468524117883833,.553187193230128,.443226165719799,-.244697948757462,.441993495711108,-.362176844815708,.249729070787097,4.4,4.5,5,5,5,5,5,4,4.2,5,5,99, ,.571428571428571,1
MERU,1,1,0, , , , , , ,1,8,2, ,1, ,WELDER,2,1, ,5,2, , ,2, ,2, ,2,4,1,1,7,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,1,1,1,1,7,7,4,1,5,1,3,3,3,4,4,4,3,4,4,4,4,4,4,7,7,7,7, , , , ,-.773487842296448,-.0852355752766321,-.953341083457679,.184538453879714,2.03210832400364,.560142413119593,-.167453641689338,-1.07856555179401,.0333475550806918,-1.7134957203505,2.6,4,4,4,2.2,4.16666666666667,2.5,4,3.8,4,7,99, ,.571428571428571,1
MERU,1,1,0, , , , , , ,1,3,4, ,2, ,MASON,1,3, ,1,1,1,G,2, ,3, ,3,2,7,7,7,7,4,7,7,7,4,1,4,1,7,7,7,7,1,1,7,7,7,4,1,1,1,1,1,1,1,7,7,7,7,4,7,7,7,7,7,7,7,4,7,4,5,7,7,YES. MAINTAINS SITE SAFETY,LACK OF CONTINUOUS WORK TO HE,REDUCE CARD RENEWAL COSTS, ,1.82961192038131,.801993477066837,.110102347640385,.130909448281225,1.11027552731405,-1.67860294587767,.636182410057863,-3.94126637747653,.431250650805865,1.70521409478028,6.4,6.25,3.25,4.6,5.2,1,7,6,7,5.5,5.75,0, ,.285714285714286,1
MERU,1,1,0, , , , , , ,1,5,2, ,5, ,PAINTER,2,1, ,4,2, , ,2, ,4, ,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5, , , , ,-.628592049448488,-.755781177707536,1.12532602662982,-.129706196255397,.49859018150049,.628751900665601,-.0791233206177449,.459103590187849,.174156739167984,.114314983990637,5,5,5,4,5,5.83333333333333,6,4,4,5,5,99, ,.571428571428571,1
MERU,1,1,0, , , , , , ,1,3,1, ,5, ,PAINTER,2,1, ,5,2, , ,2, ,4, ,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , ,.0455239768539083,-.0845289937306232,.25876269389347,.642532769915025,.579057417633132,.404848534031103,-.368204722995775,-.933366897814384,-.338592963713459,-.263947063909995,4,4,4.75,5,4,4.16666666666667,5,5,5,5,5,99, ,.571428571428571,1
MERU,1,3,1,2015, , , , , ,1,6,5, ,1, ,PLUMBER,1,4, ,5,1,2, ,2, ,2, ,3,7,6,5,6,6,6,5,6,5,5,6,6,2,2,5,5,6,6,6,5,7,6,6,5,5,6,6,7,6,6,6,5,6,5,6,5,6,5,6,6,6,5,6,6,7,6,6,1, , , , ,.0216142332488932,.175356692013452,.625983848602754,.120616393167428,.184289796660465,.178632805782879,-.459331328918076,.671603876316637,.848434965593531,.260706616221114,5.8,5.25,4,5.6,5.8,6,5.5,5.66666666666667,5.6,6,5,1, ,1,0
EMBU,1,1,0, , , , , , ,1,3,4, ,0, ,MASON,2,1, ,1,2, , ,2, ,4, ,2,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5, , , , ,.381083206360417,-.640940697781692,.122275354280131,1.08943930018772,.224511073347029,.62949485243184,.452073790545966,.0444920438015472,.289282308874344,.582916349909671,6.2,6,6,6,6,5,5.75,6,5,5,5,1, ,1,1
EMBU,1,3,1, , , , , , ,1,4,3, ,2, ,MASON,2,1, ,4,2, , ,2, ,2, ,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6, , , , ,.32113781985983,.00718568293819095,.481006439606668,.815400294082328,.818905004012388,.218491978518337,-.0542561227025654,-.477514912069011,.0936402095860815,-.104075965017561,5,5,5,5.8,5,5,6,6,5.6,5.5,6,1, ,.714285714285714,0
EMBU,2, ,1, ,2,1,2015, , ,2,3,2, ,0, ,MASON,2,1, ,1,2, , ,2, ,4, ,2,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6, , , , ,.0219696956417442,.0695550468047779,.587810241463532,.237009927498254,.967858165866485,.320880802327152,-.293737287818912,.442729454510708,.373961544782972,.406061088390625,6,5.25,5,5,6,6,6,5,5.8,6,6,1, ,.714285714285714,0
EMBU,1,1,0, , , , , , ,1,6,1, ,0, ,MASON,2,1, ,3,2, , ,2, ,2, ,2,4,4,4,6,1,4, ,2,3,3, ,7,4,4,3,4,4,4,4,4,4,7,2,2,3,5,5,4,1,2,4,3,3,2,2,3,5,3, ,2,2, ,6,6, ,5,6,6,YES. JOB OPPORTUNITIES,"FEW CONSTRUCTION SITES, TOO M",REMOVE FEES,REGULAR TRAINING,-.376572848381168,-.00850924510070962,-1.37904211377134,-.35863307129527,1.00878908685477,.81148853430797,-1.57168194088305,-.0812600941377695,.353876157142538,.126613193681717,3.8,2.66666666666667,5,3.8,3.8,3.33333333333333,3,3.33333333333333,2.33333333333333,6,5.66666666666667,99, ,.571428571428571,1
EMBU,1,1,0, , , , , , ,1,7,4, ,6, ,MASON,2,1, ,3,1,2, ,2, ,2, ,2,6,7,7,7,7,7,7,7,7,5,7,5,5,5,7,7,5,7,5,6,4,5,5,5,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,5,5,5,7,7,7,7,7,YES,LACK OF AWARENESS,RAISE AWARENESS,CARDS BE FREE,.195825006773007,.174035933982115,1.12217596310062,.385119491163669,.953453473054904,.340080326653974,.565406339608662,-.639465983302139,1.31924339974966,.445553522255875,7,6.5,5.5,6.2,5,6.33333333333333,7,7,6.2,6,7,1, ,.857142857142857,1
EMBU,1,1,0, , , , , , ,1,7,1, ,7, ,PAINTER,2,1, ,4,2, , ,2, ,4, ,3,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , ,.0624929310601714,-.220277607452406,.310914544591237,.548558427384922,.501002666586303,.552860060604759,-.387847586511486,.0654902227801592,-.452246953717247,-.315990791374267,4,4.25,5,5,5,5,5,5,5,5,5,1, ,.714285714285714,1
EMBU,1,1,0, , , , , , ,1,2,2, ,0, ,MASON,2,1, ,1,2, , ,2, ,4, ,2,6,5,5,5,5,5,6,6,6,6,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,7,7,7,7,7,7, , , , ,-.417227383352212,.675013412160907,.58493406183983,.226469235110761,1.48034513439098,.46436069849379,.338998779041188,-.231761976201846,-.0924534497705551,-.0375087711758465,5,6,5.25,5.4,5,5.66666666666667,6,5,5.8,7,7,1, ,.857142857142857,1
EMBU,1,1,0, , , , , , ,1,9,1, ,2, ,MASON,1,2, ,5,1,2, ,2, ,2, ,4,7,2,2,7,2,6, ,3,2,3,6,6,6,6,3,5,4,4,4,5, ,4,4,2,2,5,5,6,1,1,1,1,1,1,6,6,6,5,5,6,4,6,6,6,6,7,7,5,YES. JOB OPPORTUNITIES ANYWHERE,NO SERIOUSNESS,MORE ON SITE VISITS,MORE ON SITE VISITS,.82598968469841,1.01315471387655,-3.13834431969259,.120314535461641,1.50745275966921,1.61881934606413,-1.48617210342717,-.77933953382507,.826502703961901,-1.45999951616097,3.8,2.66666666666667,6,4,3.75,3.33333333333333,1,6,5.2,6,6.25,1, ,1,1
